,bearing1,bearing2,bearing3,bearing4,date
99,0.0018727597582695239,0.0035535136719591436,0.0032171568730900964,0.00031309896984120386,2004.02.14.16.32.39
100,0.002957153246153629,0.0022542101943689857,0.0010478425727805062,0.0014701998238929625,2004.02.15.16.32.39
101,0.05270299910913511,0.002430819387489002,0.000740094424688845,0.002388681498432976,2004.02.17.02.02.39
102,0.0017515290841520828,0.003318442946437546,0.0013780178669320206,0.0006649511983826568,2004.02.16.02.02.39
103,0.002940852708378356,0.0013142912634088965,0.0010484666746174186,0.0015224475035976993,2004.02.12.11.02.39
104,0.0021789146874804273,0.0016796189108156338,0.0009204553043245324,0.0010272801227945124,2004.02.13.11.02.39
105,0.001814750799703625,0.002145454019100935,0.0020214651168159498,0.0013737610439644573,2004.02.14.14.12.39
106,0.0006446280755293726,0.0029491597725906965,0.0028181630462320033,0.0005226252570941291,2004.02.15.14.12.39
107,0.15842390326083486,0.015840979474418617,0.004435751939766942,0.010498466953007768,2004.02.18.17.52.39
108,0.05229535344539368,0.003969582593055302,0.0026255711909789338,0.0030046802314957557,2004.02.17.00.22.39
109,0.0035435633515768688,0.002084081184371185,0.0003783814068963015,0.0008226409688102574,2004.02.14.09.42.39
110,0.0023284783913358428,0.003034095180328825,0.0011661849084747848,0.0004389057235156759,2004.02.15.09.42.39
111,0.0026254353686607,0.0010912017139097351,0.0006985284359889885,0.0021642855426214397,2004.02.16.00.22.39
112,0.11553587044496468,0.009524447430939623,0.006132088920205782,0.006737272519178961,2004.02.18.17.12.39
113,0.003436497530597369,0.00186320696163362,0.0010883116270986157,0.000736230049676677,2004.02.15.09.02.39
114,0.00032158725779114425,0.002002664731039246,0.002180705385763051,0.00234893857203183,2004.02.14.09.02.39
115,0.001267238048293613,0.0015331981120645162,0.0010234237666518476,0.0018125456739640398,2004.02.13.11.42.39
116,0.0021838266052892287,0.0029892650127912148,0.0014781778824759124,0.0015470004371273027,2004.02.12.11.42.39
117,0.002155524406086033,0.002464093870382198,0.0011037771345340076,0.00045089734615510725,2004.02.15.14.52.39
118,0.002287583905961725,0.0012951031258458185,0.0007784528712985678,0.0010801278452150958,2004.02.14.14.52.39
119,0.0650660438483053,0.0031952490103307712,0.0019442755029436488,0.00582151051768763,2004.02.18.15.32.39
120,0.0047511606055391795,0.0008319880556243281,0.0025284755497612843,0.00034238018335695043,2004.02.16.02.42.39
121,0.0506824929703572,0.005450474649829389,0.002234272693482109,0.0027323477150493127,2004.02.17.02.42.39
122,0.11264523492784438,0.006667794006162567,0.0023107157659882443,0.00978237372319198,2004.02.18.13.52.39
123,0.0021872977374920587,0.0028640752758642505,0.0021823458177182664,0.001191096565975062,2004.02.13.08.52.39
124,0.05340120387965666,7.674009214607919e-05,0.0017557936545962195,0.004283010457823404,2004.02.17.04.22.39
125,0.04216518403104083,0.001079950578539059,0.0016099679181851658,0.0021409453551760366,2004.02.16.22.12.39
126,0.016766733862368592,0.002619204193603228,0.001845826810411878,0.0018026498497120968,2004.02.16.04.22.39
127,0.032881075473591787,0.005097198006137829,0.0010360041197280984,0.0028303819092048237,2004.02.17.22.12.39
128,0.0030558978618657672,0.002461031932322891,0.0033785655804723265,0.0010075386953946725,2004.02.12.15.02.39
129,0.002554899724381738,0.0024262224865474664,0.0026202049258364155,0.00022291775442558764,2004.02.13.15.02.39
130,0.002427713943468912,0.0027517111629940037,0.0009601789564120492,0.0014876609886700556,2004.02.14.10.12.39
131,0.003723576137023893,0.0028913049247459685,0.0015018589798269295,0.0022581233310195107,2004.02.15.10.12.39
132,0.04097691762894018,0.004266024078016443,0.004227072278018352,0.004042770774508727,2004.02.16.20.32.39
133,0.056806948442169186,0.0019325327146248051,0.0018553701351198921,0.0040124692743996005,2004.02.17.06.02.39
134,0.03790164832168932,0.00592337487997105,0.0018958475809896667,0.0040149017845399785,2004.02.17.20.32.39
135,0.02096069755550549,0.0014573693838644626,0.000948867303508273,0.0011585829915143695,2004.02.16.06.02.39
136,0.001450191149310307,0.0013395560675026547,0.0022578318639544315,0.00032747677423193864,2004.02.12.17.22.39
137,0.0028336306625015907,0.0015092095708982769,0.005098218764756385,0.0005988305317431541,2004.02.13.17.22.39
138,0.002320884483743396,0.0020108068539316623,0.001274149060459715,0.0007551697708904111,2004.02.14.12.32.39
139,0.00261684112614018,0.0030775253445828763,0.004102278913663621,0.0006390200056855742,2004.02.15.12.32.39
140,0.0015838938343336164,0.003119201610426309,0.0009578491575627737,0.0008333362311989407,2004.02.15.12.22.39
141,0.0040942560398654435,0.0027044053329252442,0.0011825520255840695,0.0010909894935452844,2004.02.14.12.22.39
142,0.003618124670446615,0.002458853456196113,0.003006456710969576,0.0005437628735096083,2004.02.13.17.32.39
143,0.004040003035442403,0.0012435297690064466,0.004475975175907968,0.0011359921985479161,2004.02.12.17.32.39
144,0.038638969391167316,0.00387242922670078,0.001968086961681405,0.003534877975236903,2004.02.17.20.22.39
145,0.02197459996222126,0.0032705812012643644,0.0003808512970857783,0.0020178452546332575,2004.02.16.06.12.39
146,0.03972174593374248,0.000474615356784788,0.00175228330644551,0.0018311256059617774,2004.02.16.20.22.39
147,0.054062259269639514,0.004268346793216662,0.003219457691633884,0.003083204012121551,2004.02.17.06.12.39
148,0.0036852987248196345,0.0021225269524067667,0.0007133943972175782,0.0016055114039039784,2004.02.15.10.02.39
149,0.0028001447746328,0.002231742470722225,0.00040430918795057984,0.0013896047325139935,2004.02.14.10.02.39
150,0.0035654119908608336,0.0015581330271811544,0.0035901825421896217,0.0016030803434867518,2004.02.13.15.12.39
151,0.001197500604804295,0.003123593516266359,0.0006832747040314753,0.0018419948501901466,2004.02.12.15.12.39
152,0.016958190897940314,0.004082497510186218,0.0011591739732797945,0.0011073391268756321,2004.02.16.04.32.39
153,0.03293197075454188,0.00166451409039546,0.002303368550041811,0.0033084348480985296,2004.02.17.22.02.39
154,0.05193461304979202,0.0038631580918402353,0.0007466113565591676,0.004345452831067504,2004.02.17.04.32.39
155,0.041311194149467365,0.0023436219103502467,0.0022514812574691008,0.001453137664046822,2004.02.16.22.02.39
156,0.003964767498600711,0.002193806560863263,0.0016920067797600476,0.0009236679770196431,2004.02.13.08.42.39
157,0.10576905149771726,0.00787918953998768,0.0036256873277503024,0.010727112319274954,2004.02.18.13.42.39
158,0.05312716922845169,0.0014764206276763224,0.0016292111094277338,0.004129242253145573,2004.02.17.02.52.39
159,0.004380334653628165,0.0020150253231297037,0.002408377042860728,0.0008550482901869401,2004.02.16.02.52.39
160,0.07184456223954162,0.005481612963849239,0.0013572953167711311,0.008469775810599527,2004.02.18.15.22.39
161,0.0033653775146827106,0.00383174735857465,0.0025468733918839487,0.0011618048323784002,2004.02.14.14.42.39
162,0.0026920709829187013,0.002495810701664002,0.0009302382496831412,0.001237081271460016,2004.02.15.14.42.39
163,0.0015128594000089301,0.002912012852066441,0.003056076938923554,0.000705812430839816,2004.02.12.11.52.39
164,0.001992151811878605,0.0015087551626173346,0.00030799633660900705,0.000928598344440355,2004.02.13.11.52.39
165,0.003447059733909508,0.0010366090374440274,0.002492569204322422,0.0008996023955495547,2004.02.14.09.12.39
166,0.0023935911841511896,0.0019530773753240187,0.0007150023430610522,0.0007984758313081249,2004.02.15.09.12.39
167,0.09542034878986322,0.00973462807446965,0.0037762179377129022,0.006026666635108303,2004.02.18.17.02.39
168,0.13768674215238916,0.015046456329149522,0.004333428936932708,0.008504130328505131,2004.02.18.17.22.39
169,0.0023142143858598057,0.003034478948717971,0.002693722969214664,0.0008023253593334609,2004.02.14.09.32.39
170,0.05233617204118012,0.0037845513304488477,0.0019489213870631332,0.003944750513733608,2004.02.17.00.52.39
171,0.0009684471924361963,0.0019204429538830718,0.0020905672064594288,0.00165559300084021,2004.02.16.00.52.39
172,0.0016961615413284153,0.0014065121749195447,0.0006524487979181798,0.0017829369502903492,2004.02.15.09.32.39
173,0.09607318973877246,0.0066299130715891065,0.0013565999144678628,0.010390890190709762,2004.02.18.15.02.39
174,0.003076977458406925,0.0019535227613406508,0.002882992479832605,0.0014285453008917779,2004.02.12.13.52.39
175,0.13385475581083972,0.011253995591841166,0.005328636230352095,0.010393840395754065,2004.02.18.08.52.39
176,0.002887185292509972,0.003549317849522412,0.0011622379968881408,0.0006774905867142291,2004.02.13.13.52.39
177,0.0024103653724599767,0.0031019964576016854,0.0017169273777694642,0.0005306833830166514,2004.02.14.16.42.39
178,0.002795606350779114,0.0034185226445405392,0.0005664276459194242,0.0008982727480965455,2004.02.15.16.42.39
179,0.03422874369643021,0.0062952084038574285,0.0019098840153195407,0.003084670383786525,2004.02.17.22.22.39
180,0.01379421578335933,0.003982376604710145,0.0008518124246625555,0.0016315123545223818,2004.02.16.04.12.39
181,0.05120065525730397,0.002425464852933865,0.00103460809895495,0.005286386763516422,2004.02.16.22.22.39
182,0.05471343128715975,0.00479807601971144,0.0008309517371608996,0.004599549552248265,2004.02.17.04.12.39
183,0.002606421091304204,0.002753953002985105,0.0017890694929864504,6.867525382590448e-05,2004.02.13.15.32.39
184,0.002605939114537117,0.0020077844839163327,0.0024033298573856612,0.0003048150200259052,2004.02.12.15.32.39
185,0.03983024391284557,0.0009534331623533908,0.0004230073759188366,0.001222454178010271,2004.02.16.19.42.39
186,0.0013149145830847395,0.0037151953212158774,0.0012056891220168188,0.001758151020179611,2004.02.15.10.22.39
187,0.0034844710273582986,0.0032058293224430296,0.0019173904443314262,0.0013263493920834795,2004.02.14.10.22.39
188,0.03980377093227693,0.005026658023948877,0.002283005569213812,0.0049551578063853205,2004.02.17.19.42.39
189,0.1130848082621244,0.0029406310838428324,0.0036114676859713727,0.008628624007887864,2004.02.18.11.42.39
190,0.022294129201040517,0.002812625411910225,0.0007296846863582452,0.0009524596053999533,2004.02.16.06.32.39
191,0.04128959550712945,0.006768241167174456,0.0012811676199839285,0.004940794285593262,2004.02.17.20.02.39
192,0.05528684378334181,0.00615442325008779,0.0011311933070982535,0.0030068257285245587,2004.02.17.06.32.39
193,0.038694827412655335,0.0021249764177392024,0.0012943100893328444,0.0031801145267226303,2004.02.16.20.02.39
194,0.004767996990166307,0.0020049185178359287,0.002569379370891345,0.0005880333550947357,2004.02.13.17.12.39
195,0.004626894484532982,0.0021345691143916873,0.002803609040644309,0.0009931925179529043,2004.02.12.17.12.39
196,0.0007190404045132344,0.0024031468601270877,0.0019815345155101984,0.00012915998540569823,2004.02.15.12.02.39
197,0.0019944368737086246,0.0015964637765031335,0.0019119146481057637,0.001146813690738534,2004.02.14.12.02.39
198,0.003544639553518696,0.001561295093878618,0.0013530340539198284,0.0005985690369768807,2004.02.14.12.12.39
199,0.0024659845197393267,0.0009662400701664733,0.0014999406567599296,0.0017604350828878844,2004.02.15.12.12.39
200,0.0012444229418303095,0.002973257734366701,0.0019235251899222489,0.0017348244087734665,2004.02.12.17.02.39
201,0.0036227614559088735,0.003896386711181836,0.0015129598346653886,0.0006771971134555207,2004.02.13.17.02.39
202,0.05570129412369912,0.0058942798445494006,0.0028000433020819665,0.003670513176411996,2004.02.17.06.22.39
203,0.038337347567058734,0.00482225400114436,0.0013192420848826554,0.00373438197385456,2004.02.16.20.12.39
204,0.021774657830195904,0.003209102678357166,0.0028560664693448377,0.001916671181386097,2004.02.16.06.22.39
205,0.04162310942676588,0.0026272131899791385,0.0002170273329245525,0.005623774929778531,2004.02.17.20.12.39
206,0.13341770181984094,0.005121156941468694,0.004857893146838023,0.011728108166121956,2004.02.18.11.52.39
207,0.04221999162609445,0.00202892488177407,0.0005749566048465568,0.005704648297074897,2004.02.17.19.52.39
208,0.0021622415503124576,0.002625476374114607,0.0026619481672987945,0.0010592055866725473,2004.02.14.10.32.39
209,0.003672564658707433,0.002771056191409804,0.0021475125696056832,0.0015819476140906425,2004.02.15.10.32.39
210,0.040704736903002775,0.0024563235002884897,0.0009160374331205023,0.0007046458287264048,2004.02.16.19.52.39
211,0.0020165917809787594,0.004442514450019178,0.002269667347086187,0.00012938218552310463,2004.02.12.15.22.39
212,0.002496446571331837,0.0022489632242696845,0.0007515698204000892,0.001860423986408013,2004.02.13.15.22.39
213,0.054446409585646886,0.0019538034032725413,0.0025411503195279022,0.0033556143807606945,2004.02.16.22.32.39
214,0.05196575865295963,0.0008788727707967776,0.001124799454903153,0.0038513420092334038,2004.02.17.04.02.39
215,0.03394119993554162,0.005956996478786638,0.003193458125431081,0.002258764708147164,2004.02.17.22.32.39
216,0.013884683375054042,0.0027667864236647684,0.0009905610840590664,0.0019034337431255,2004.02.16.04.02.39
217,0.003121690345206696,0.0010523546320878158,0.0018836196643892212,0.000984341599740492,2004.02.15.16.52.39
218,0.003987820916429049,0.0020198196513542717,0.001961322055947576,0.000757106388975538,2004.02.14.16.52.39
219,0.0013245519014250286,0.002628146587720492,0.0017857951018332532,0.0007409433369439078,2004.02.13.13.42.39
220,0.0013245026090909606,0.0015368255438943902,0.0007844179193067149,0.0004988382609441613,2004.02.12.13.42.39
221,0.13801335449365884,0.009918495204553568,0.0039026631261426955,0.009925867702305774,2004.02.18.08.42.39
222,0.07392807182501743,0.005726379555786122,0.0007508674737038111,0.007399889563329972,2004.02.18.15.12.39
223,0.00373805526059381,0.002288471389342501,0.0002226769777198937,0.0008987404255881734,2004.02.15.09.22.39
224,0.0025244837789259924,0.0005293120613412149,0.0020556827978430803,0.0008855152602304772,2004.02.16.00.42.39
225,0.053809487291243456,0.0052266204918872535,0.0016838204226733721,0.004319425929113292,2004.02.17.00.42.39
226,0.0027518142630856826,0.002800067342176072,0.00011512776624229541,0.0002529231407957112,2004.02.14.09.22.39
227,0.13924937926720202,0.015307294851704872,0.004444129657743516,0.00805606209830036,2004.02.18.17.32.39
228,0.15515162773657287,0.012179527690118971,0.007008563820623088,0.012052896775543791,2004.02.17.07.52.39
229,0.022976030183003184,0.0028710200917560678,0.0020326178455988115,0.003584770007336347,2004.02.16.07.52.39
230,0.1305742444119082,0.004143213206107367,0.002451934677260316,0.009522564907913034,2004.02.18.10.22.39
231,0.05254652443966118,0.0016731831737023268,0.0011592192102660964,0.004267751049328131,2004.02.16.23.42.39
232,0.04193218649851278,0.003616508679923336,0.002918291812850277,0.0033257389049112327,2004.02.17.23.42.39
233,0.13820488852119092,0.004178888636608226,0.002595956714181544,0.010420478644019592,2004.02.18.12.02.39
234,0.0016624078264795461,0.002066219004630663,0.0010299036859966462,0.00021744038590620148,2004.02.13.09.02.39
235,0.004226399343593618,0.002090468831874463,0.0007860559849488771,0.002770493076986991,2004.02.14.11.42.39
236,0.04859913271576696,0.005818162182777571,0.0016753620469687352,0.004600928228721892,2004.02.17.18.22.39
237,0.036486322591066836,0.0012954203235261952,0.0010317197564404326,0.003420812915536048,2004.02.16.18.22.39
238,0.005643356065436512,0.002890019715351928,0.0014720525050213168,0.0011692706604049144,2004.02.15.11.42.39
239,0.0044178744294364365,0.003756708091225521,0.001066368691502957,0.0010993065674897123,2004.02.12.14.52.39
240,0.002821325052084996,0.003700487957569733,0.002098312536207416,0.00030253291496879723,2004.02.13.14.52.39
241,0.011599113739462229,0.00275367223559605,0.002326516097488262,0.0018496752590129628,2004.02.16.03.12.39
242,0.05227382769620706,0.0017076041996255998,0.0013475147094124571,0.0030871514690804748,2004.02.17.03.12.39
243,0.003642407900845857,0.004150828296739565,0.00345843832867004,0.0004608779088876746,2004.02.15.17.22.39
244,0.004045407146090988,0.0017240964204380466,0.002425231857577381,0.0006972364614447996,2004.02.14.17.22.39
245,0.0034915998667533234,0.002513301702773573,0.0006642435329141255,0.0013345170064777293,2004.02.13.12.32.39
246,0.13083279651140964,0.006800769401905012,0.006061649884805439,0.009658917243484952,2004.02.18.09.32.39
247,0.0019943671977159807,0.0012239389428694628,0.00212564592891088,0.0005279158580309665,2004.02.12.12.32.39
248,0.003159212985445721,0.004739133588949358,0.001443757146739784,0.0005333271824499478,2004.02.16.01.32.39
249,0.0037476375182396203,0.0004028537702763621,0.0010836366834147068,0.0005825454714395294,2004.02.15.08.52.39
250,0.004383161107330626,0.0036122849113872525,0.0012818296379396845,0.00013109648323132248,2004.02.14.08.52.39
251,0.05770522881364663,0.0011243109540425274,0.0021460781480380094,0.0026774245031152342,2004.02.17.01.32.39
252,0.06529366883090634,0.007305734379383414,0.002084556498284706,0.005176606011854733,2004.02.18.16.42.39
253,0.0038754432812509562,0.004339262362946651,0.001132564583817563,0.0013083298615817038,2004.02.15.15.02.39
254,0.0028106948060076225,0.0017435228794595158,0.0010984305893496922,0.001497154621764524,2004.02.14.15.02.39
255,0.0040066703794121245,0.003913601268007539,0.0012375198959000365,0.0014249354424515233,2004.02.13.10.12.39
256,0.0025481415934177345,0.0010251452181652858,0.002349390545108572,0.0015793645161966065,2004.02.13.10.02.39
257,0.0032771382073858825,0.0024309546930407194,0.0013310768211623571,0.0007342336292391932,2004.02.14.15.12.39
258,0.001902890778656338,0.0019155096190123227,0.001321509076399975,0.0013370256636554838,2004.02.15.15.12.39
259,0.06805441341775846,0.003287116323778277,0.0019064988063967891,0.0036089231865397923,2004.02.18.16.52.39
260,0.051916047395262434,0.0028035085564262143,0.002072526583982652,0.003219020370087873,2004.02.17.01.22.39
261,0.003595873577957947,0.002073580916007072,0.0019241354910570765,0.0021057154507952537,2004.02.14.08.42.39
